Customer_ID,Name,Age,Gender,Department,Monthly_Income,City,Customer_Type,Latitude,Longitude,Purchase_Amount,Feedback
1989,Rahul Jadhav,27.0,Male,Marketing,35202.0,Ahmednagar,Premium,20.703421,74.892814,12912.16,Average
1110,Kavya More,57.0,Male,Operations,104861.0,Thane,Regular,19.804031,78.016392,25209.54,Poor
1603,Sneha Patil,47.0,Female,Finance,24351.0,Thane,Regular,20.945703,79.896427,23054.18,Good
1078,Sakshi Deshmukh,21.0,Male,IT,38597.0,Nagpur,Regular,20.751671,74.694624,70223.82,Poor
1085,Rahul Joshi,36.0,Female,Data Analytics,109312.0,Ahmednagar,New,21.289705,79.564815,54128.69,Excellent
1527,Aditya Deshmukh,53.0,Male,Data Analytics,76995.0,Kolhapur,Premium,18.206672,79.207967,72398.92,Excellent
1083,Amit Patil,59.0,Female,Marketing,98574.0,,Premium,20.523015,77.415652,6861.2,Excellent
1255,Anjali Pawar,24.0,Male,Data Analytics,107640.0,Kolhapur,Premium,20.309877,79.580092,92085.67,Good
1765,Sahil Shinde,42.0,Male,Sales,84722.0,Nagpur,Premium,18.203544,76.505175,77990.33,Good
1429,Sahil Shinde,19.0,Female,Sales,28983.0,Nashik,Regular,16.644373,75.587153,60382.59,Poor
1916,Vikas Patil,47.0,Male,IT,78942.0,Pune,New,21.169244,75.162409,21735.37,Average
1524,Karan Shinde,37.0,Female,Marketing,119862.0,Thane,New,20.286771,76.266302,86864.2,Very Good
1468,Sahil Patil,26.0,Female,Marketing,116699.0,Ahmednagar,Premium,21.018671,77.670393,81546.08,Average
1645,Sahil Joshi,49.0,Female,Operations,86884.0,Ahmednagar,New,19.884639,74.33208,44946.19,Good
1006,Riya Sharma,54.0,Male,Data Analytics,90842.0,Pune,Regular,18.712781,80.337123,32680.15,Poor
1406,Kavya Patil,27.0,Male,Data Analytics,61338.0,Ahmednagar,Premium,17.920582,80.454059,28889.04,Excellent
1469,Karan Jadhav,32.0,Male,Marketing,37911.0,Mumbai,Regular,19.517568,79.851167,49755.08,Good
1098,Amit Joshi,54.0,Male,HR,93753.0,Pune,Regular,19.817283,72.847717,57720.56,Poor
1927,Priya Deshmukh,34.0,Male,,17798.0,Pune,Regular,20.341523,80.229984,45416.38,Excellent
1360,Sakshi More,41.0,Female,Marketing,73034.0,Kolhapur,Regular,18.964199,74.754762,43180.72,Good
1877,Rohan Jadhav,18.0,Female,HR,36936.0,Thane,Regular,19.623852,73.303646,70124.66,Poor
1267,Nikhil Kulkarni,24.0,Female,Finance,23399.0,Aurangabad,New,20.338037,73.447947,13765.22,Poor
1423,Akash Pawar,47.0,Male,Finance,41577.0,Nashik,New,21.406672,73.921089,24206.1,Very Good
1463,Karan Patil,25.0,Male,IT,19268.0,Aurangabad,Regular,17.270673,77.053833,29320.81,Excellent
1696,Aarav Chavan,29.0,Male,Sales,98824.0,Mumbai,New,17.933791,79.751656,22846.43,Excellent
1974,Riya More,46.0,Female,Operations,116714.0,Thane,Premium,19.275761,74.225641,74697.9,Very Good
1494,Meera Chavan,24.0,Male,HR,95358.0,Pune,Premium,16.895916,79.769892,29538.41,
1119,Akash Joshi,41.0,Male,IT,32329.0,Nashik,New,20.133075,72.692188,91122.92,Poor
1972,Anjali More,54.0,Female,HR,96229.0,Pune,Regular,21.263063,77.091776,58048.51,Good
1251,Neha Patil,35.0,Female,IT,87165.0,Mumbai,Premium,20.146158,73.309522,53665.32,Poor
1343,Isha Joshi,,Female,Finance,37942.0,Ahmednagar,Regular,18.854662,73.448703,74318.37,Very Good
1010,Aarav Joshi,19.0,Male,Sales,64369.0,Nashik,Premium,20.396912,75.073106,93490.26,Very Good
1197,Isha Pawar,51.0,Male,Finance,56405.0,Mumbai,Regular,18.874271,79.05347,40563.8,Good
1742,Sneha More,54.0,Male,Operations,47754.0,Nashik,Regular,19.552005,78.152472,27546.85,Poor
1082,Priya Pawar,56.0,Female,HR,88872.0,Mumbai,Regular,19.367603,77.921876,53243.72,Poor
1949,Aditya Joshi,33.0,Female,Marketing,110997.0,Nashik,New,17.846438,79.971401,20256.72,Very Good
1480,Anjali Kulkarni,47.0,Male,Data Analytics,42623.0,Kolhapur,Regular,18.34118,75.57732,57403.85,Poor
1626,Meera Pawar,53.0,Male,Finance,36930.0,Ahmednagar,Premium,18.301278,73.135117,18545.87,Very Good
1240,Riya More,20.0,Male,Finance,73536.0,Nagpur,New,18.958459,80.302474,14074.62,Very Good
1293,Akash More,29.0,Female,IT,52487.0,Nagpur,Regular,17.808916,73.839468,1086.16,Poor
1212,Pooja Sharma,59.0,Male,Finance,51118.0,Aurangabad,Premium,19.857993,75.185284,46049.77,Good
1901,Akash Sharma,54.0,Male,Operations,104908.0,Mumbai,Premium,19.013194,80.446892,21657.2,Average
1362,Kavya Deshmukh,21.0,Female,HR,88815.0,Ahmednagar,New,18.840424,80.474739,73060.23,Good
1533,Sneha Patil,49.0,Female,Sales,97660.0,Aurangabad,New,17.796588,77.871137,21012.82,Average
1228,Vikas Sharma,40.0,Female,Finance,55193.0,Nashik,New,20.28334,75.507294,8130.97,Poor
1865,Rohan Joshi,41.0,Male,Operations,54166.0,Thane,Premium,18.189116,78.386504,51491.69,Excellent
1363,Neha Kulkarni,60.0,Male,IT,78390.0,Nashik,Regular,16.94824,80.06652,19092.59,Good
1853,Isha Pawar,37.0,Male,IT,57344.0,Kolhapur,New,21.184103,76.115345,76433.06,Good
1955,Rohan Patil,57.0,Male,Operations,24027.0,Kolhapur,Regular,21.068675,79.318896,73568.48,Poor
1965,Rohan Pawar,24.0,Male,Sales,116701.0,Ahmednagar,Regular,20.731389,79.12201,26648.87,Excellent
1366,Vikas Shinde,37.0,Female,HR,114283.0,Nagpur,Regular,17.80203,72.595126,26721.31,Good
1771,Amit Sharma,50.0,Male,HR,32907.0,Ahmednagar,New,20.661145,79.894565,1592.21,Excellent
1860,Kavya Chavan,35.0,Female,Sales,83278.0,Ahmednagar,Premium,16.837823,80.035502,29019.19,Very Good
1372,Pooja Kulkarni,58.0,Male,Finance,91916.0,Pune,New,18.302961,78.286687,10754.96,Excellent
1008,Akash Pawar,57.0,Female,HR,89732.0,Nagpur,New,17.384346,74.684105,86652.62,Poor
1156,Akash Deshmukh,39.0,Female,Finance,84444.0,Thane,Regular,16.776636,77.492065,31977.85,Excellent
1546,Kavya Shinde,29.0,Female,Data Analytics,27972.0,Nashik,Regular,20.565662,77.780323,46209.32,Very Good
1808,Meera More,27.0,Female,Operations,119787.0,Pune,Premium,18.560265,73.138478,95305.42,Good
1486,Riya Patil,20.0,Male,HR,95318.0,Nagpur,Regular,19.8822,79.584335,72197.63,Poor
1585,Rohan Pawar,48.0,Male,Marketing,116547.0,Pune,Premium,18.978516,77.763694,14353.39,Average
1786,Priya Kulkarni,35.0,Female,Data Analytics,21505.0,Thane,Premium,17.680487,75.842717,75292.1,Very Good
1571,Sneha Sharma,52.0,Male,IT,41077.0,Ahmednagar,Premium,20.193906,75.081437,83136.45,Very Good
1478,Akash Jadhav,32.0,Male,Data Analytics,16549.0,Nagpur,New,16.951112,77.441892,21089.0,Average
1583,Karan Patil,53.0,Female,HR,81904.0,Thane,New,18.65894,74.202144,85345.66,Poor
1943,Rohan Joshi,41.0,Female,Operations,39874.0,Pune,New,17.698115,77.220478,43960.01,Excellent
1698,Karan Deshmukh,24.0,Male,IT,55587.0,Ahmednagar,Premium,17.830078,76.797581,12164.96,Very Good
1833,Kavya Pawar,53.0,Female,Marketing,108674.0,Ahmednagar,New,19.972354,75.24462,99443.25,Poor
1535,Anjali Sharma,40.0,Female,Sales,84990.0,Pune,Premium,18.668995,74.686018,32764.17,Excellent
1588,Aditya Sharma,37.0,Male,IT,25277.0,Mumbai,Regular,21.495132,72.851512,81638.76,Excellent
1715,,32.0,Female,Finance,32865.0,Thane,Regular,20.350759,75.826561,41941.24,Very Good
1452,Rahul Pawar,41.0,Female,Operations,67150.0,Thane,New,16.962755,74.98251,36918.2,Poor
1457,Nikhil Kulkarni,23.0,Female,Marketing,22097.0,Pune,Premium,16.60256,80.428681,52614.39,Good
1229,Riya Sharma,53.0,Female,Marketing,90713.0,Nagpur,Regular,17.987115,75.702501,24383.66,Poor
1488,Sahil Patil,44.0,Male,Operations,39530.0,Aurangabad,Regular,20.068177,79.560447,85321.27,Poor
1750,Rahul More,60.0,Male,Operations,49469.0,Mumbai,New,18.226253,77.126734,82339.24,Good
1213,Akash More,34.0,Female,Operations,104208.0,Thane,Regular,17.764914,74.897053,44176.52,Very Good
1080,Sneha Deshmukh,36.0,Male,IT,68143.0,Nashik,Premium,17.825775,72.68494,81837.55,Very Good
1149,Sneha Shinde,52.0,Female,Operations,100096.0,Kolhapur,Regular,20.448349,72.917625,64734.34,Good
1303,Riya Kulkarni,37.0,Female,Marketing,37214.0,Kolhapur,Premium,19.129189,80.146015,53145.11,Very Good
1666,Pooja More,32.0,Male,Data Analytics,97114.0,Ahmednagar,,21.231339,73.889407,55159.26,Excellent
1329,Amit Pawar,54.0,Male,Finance,110176.0,Thane,Regular,19.736178,75.440096,3644.85,Average
1670,Riya Deshmukh,31.0,Female,Data Analytics,37361.0,Nagpur,Regular,21.373299,76.559396,23396.39,Excellent
1345,Rahul Joshi,38.0,Female,Marketing,81353.0,Aurangabad,New,19.531872,76.868208,13576.06,Good
1712,Priya Patil,47.0,Male,IT,15012.0,Mumbai,New,19.910993,78.342949,24882.06,Very Good
1508,Sahil Deshmukh,26.0,Female,Finance,74077.0,Mumbai,Regular,18.823282,77.904977,32793.91,Poor
1134,Sahil Jadhav,27.0,Female,Finance,20116.0,Mumbai,Regular,17.302922,76.07165,73045.89,Average
1555,Riya Jadhav,53.0,Female,Operations,73963.0,Ahmednagar,New,20.579841,79.770051,81841.17,Good
1312,Rohan Kulkarni,51.0,Male,Sales,51167.0,Nashik,Premium,17.831014,74.375077,36767.32,Poor
1759,Rohan Jadhav,22.0,Male,Finance,105954.0,Thane,Premium,20.899378,73.142787,5939.83,Poor
1500,Vikas Sharma,33.0,Male,IT,42594.0,Nagpur,Regular,17.743268,76.535159,5626.24,Good
1001,Sneha Sharma,59.0,Female,Operations,83337.0,Nashik,New,21.453558,76.538562,28595.23,Very Good
1317,Karan More,35.0,Male,Data Analytics,66792.0,Nagpur,Premium,17.577833,79.239453,65799.82,Very Good
1714,Riya Kulkarni,33.0,Female,Operations,114391.0,Nashik,New,18.712893,75.736442,83191.27,Average
1552,Neha Patil,27.0,Female,HR,77460.0,Mumbai,Regular,16.938176,75.519164,28563.4,Excellent
1804,Rohan Deshmukh,35.0,Female,IT,59815.0,Aurangabad,New,20.392748,76.025844,16541.69,Average
1537,Priya Jadhav,60.0,Female,Operations,56383.0,Nagpur,Regular,18.474669,73.923522,63165.17,Poor
1746,Rahul More,22.0,Male,Data Analytics,99671.0,Ahmednagar,New,20.937899,77.343485,74441.91,Poor
1846,Vikas Kulkarni,54.0,Female,Sales,83306.0,Ahmednagar,Premium,18.024623,79.900297,57862.91,Poor
1173,Anjali Patil,28.0,Female,Data Analytics,77539.0,Nashik,New,19.402099,73.507853,97958.78,Average
1126,Meera Sharma,20.0,Male,Sales,70023.0,Kolhapur,Regular,20.72061,79.16014,4155.03,Very Good
1990,Akash Joshi,40.0,Male,Data Analytics,95352.0,Nagpur,New,17.906556,79.020097,50163.5,Good
1424,Vikas Patil,54.0,Female,Finance,47728.0,Mumbai,Regular,17.109955,79.111799,27956.72,Good
1809,Karan Chavan,42.0,Male,Operations,80325.0,Mumbai,Regular,16.961243,73.185657,23541.22,Poor
1912,Sahil More,52.0,Female,Operations,85300.0,Kolhapur,Regular,19.167719,79.881889,6708.83,Good
1091,Meera Pawar,34.0,Male,Operations,73877.0,Nagpur,Premium,19.155318,75.083994,12173.94,Very Good
1948,Kavya Joshi,24.0,Male,Marketing,57425.0,Mumbai,Premium,21.246785,78.880145,89431.04,Poor
1182,Priya Patil,25.0,Male,IT,39775.0,Mumbai,New,20.186182,77.176178,10006.29,Excellent
1275,Riya Joshi,28.0,Male,Data Analytics,65374.0,Mumbai,New,17.167549,77.589144,83256.78,Very Good
1904,Nikhil More,42.0,Female,Data Analytics,114557.0,Pune,Premium,19.159297,75.112006,45730.58,Good
1070,Aarav Jadhav,23.0,Female,Sales,97515.0,Nashik,New,19.836938,73.904231,70422.33,Very Good
1292,Riya Sharma,20.0,Female,IT,82915.0,Nagpur,Premium,18.812124,77.419092,6220.92,Poor
1132,Aditya Sharma,51.0,Female,IT,95576.0,Kolhapur,New,17.834674,76.008236,59382.42,Good
1301,Pooja Kulkarni,20.0,Male,IT,45365.0,Thane,Premium,19.336214,76.703805,43364.98,Very Good
1933,Rohan Shinde,46.0,Female,Marketing,47859.0,Pune,New,17.407289,75.221903,89548.18,Excellent
1327,Pooja Chavan,39.0,Male,Operations,87036.0,Nashik,Premium,17.74159,76.10921,42395.05,Average
1145,Nikhil Patil,55.0,Male,IT,85685.0,Mumbai,New,21.028278,77.385909,20774.41,Good
1498,Vikas More,56.0,Female,HR,80374.0,Nashik,New,19.92157,75.449857,13730.65,Average
1678,Amit Joshi,57.0,Male,Finance,85855.0,Pune,Premium,17.090297,77.111375,36490.09,Average
1951,Vikas Kulkarni,60.0,Female,Sales,51087.0,Kolhapur,Premium,19.265605,77.809942,58059.69,Good
1136,Kavya Chavan,50.0,Male,Data Analytics,84655.0,Pune,New,17.680649,80.296205,55209.94,Excellent
1782,Sahil Shinde,43.0,Male,Operations,39613.0,Ahmednagar,New,18.743684,73.84719,5280.87,Good
1165,Nikhil Jadhav,34.0,Male,Sales,112175.0,Thane,Premium,18.484475,76.637703,33271.07,Average
1029,Priya Pawar,31.0,Male,Operations,15864.0,Nashik,Regular,20.332354,79.640578,17238.18,Excellent
1961,Anjali Chavan,39.0,Male,HR,85989.0,Pune,Premium,19.757755,73.679403,50194.84,Average
1194,Riya Chavan,48.0,Male,Marketing,100792.0,Nagpur,Premium,19.998089,77.761414,78980.37,Average
1962,Neha Deshmukh,45.0,Female,Data Analytics,63118.0,Nagpur,Regular,17.127857,74.767143,31982.58,Average
1644,Amit Patil,59.0,Female,IT,77021.0,Pune,New,17.80404,78.504407,15204.13,Average
1170,Meera Jadhav,21.0,Female,Operations,70769.0,Ahmednagar,Regular,19.001243,77.243092,79910.69,Good
1986,Neha Deshmukh,44.0,Male,IT,80214.0,Thane,Premium,21.496209,78.70831,30543.47,Average
1141,Priya Sharma,28.0,Male,IT,78208.0,Pune,New,18.052703,78.76117,94501.68,Excellent
1174,Rohan Jadhav,51.0,Female,Sales,115382.0,Nagpur,Regular,20.375579,76.571184,22611.44,Good
1007,Aarav Patil,44.0,Male,HR,86349.0,Ahmednagar,Premium,16.679906,78.162033,79232.11,Average
1897,Sahil Kulkarni,38.0,Male,Sales,47600.0,Nagpur,Regular,20.288076,73.863464,40451.29,Good
1482,Aarav Shinde,27.0,Male,Marketing,91153.0,Thane,New,19.653431,78.088176,1381.7,Very Good
1074,Sakshi Pawar,33.0,Female,Operations,34249.0,Aurangabad,Regular,17.508793,79.968507,71519.93,Poor
1690,Sneha Jadhav,35.0,Female,Operations,113161.0,Ahmednagar,Regular,17.509452,73.747028,46308.64,Poor
1584,Sahil Patil,31.0,Male,HR,78896.0,Ahmednagar,Premium,18.57843,74.26077,8954.04,Good
1239,Rohan Pawar,36.0,Male,Sales,45116.0,Aurangabad,Premium,20.397283,75.379274,93277.92,Average
1146,Neha Patil,39.0,Female,IT,15157.0,Ahmednagar,Regular,17.509953,75.954712,63142.04,Poor
1800,Aditya Jadhav,36.0,Female,Marketing,34750.0,Nashik,Regular,20.187562,78.973429,79708.9,Poor
1235,Anjali Joshi,42.0,Male,Sales,33096.0,Nashik,Premium,19.722148,73.639216,80930.52,Poor
1221,Vikas Sharma,32.0,Male,Operations,78238.0,Thane,Premium,18.712014,78.045764,23262.03,Poor
1479,Meera Chavan,33.0,Male,Sales,103356.0,Kolhapur,Premium,18.612682,75.956613,858.25,Excellent
1719,Riya Patil,59.0, Male ,IT,85136.0,Pune,New,18.191518,74.962487,52981.28,Poor
1133,Aditya Jadhav,47.0,Female,Data Analytics,93618.0,,Regular,17.935223,73.265366,28100.87,Excellent
1779,Nikhil More,56.0,Female,Data Analytics,106812.0,Pune,Regular,17.119065,78.486322,4965.02,Excellent
1985,Anjali Chavan,36.0,Male,HR,104551.0,Pune,New,19.899989,79.885263,36697.55,Excellent
1186,Vikas Chavan,38.0,Female,Sales,118471.0,Pune,Premium,17.590042,77.169327,27469.87,Excellent
1042,Karan Sharma,38.0,Female,IT,35625.0,Kolhapur,Regular,18.559648,74.043927,39966.16,Good
1617,Isha Sharma,41.0,Male,IT,50553.0,Ahmednagar,Premium,20.767269,76.52736,8090.85,Excellent
1109,Kavya Pawar,35.0,Male,Marketing,109920.0,Thane,Regular,18.996018,74.305024,65986.86,Excellent
1595,Aarav Shinde,56.0,Female,Finance,36964.0,Thane,Regular,20.838171,78.830078,2610.19,Excellent
1057,Kavya Patil,28.0,Male,Operations,42617.0,Thane,Premium,18.605863,78.132382,,Excellent
1409,,51.0,Male,Sales,50268.0,Ahmednagar,Premium,20.612859,79.810018,43375.3,Poor
1446,Nikhil Joshi,44.0,Female,HR,51009.0,Pune,New,20.50779,79.463593,71304.51,Excellent
1568,Isha Pawar,46.0,Male,Sales,61018.0,Nashik,New,18.609396,72.8521,38707.06,Poor
1869,Anjali Patil,49.0,Female,Marketing,102385.0,Aurangabad,Regular,17.164048,78.413637,41612.83,Poor
1025,Rahul Joshi,46.0,Female,Operations,78813.0,Kolhapur,New,17.816955,73.14919,85913.86,Very Good
1421,Sakshi Sharma,50.0,Female,Finance,42102.0,Nashik,Regular,18.143289,73.871389,59096.65,Poor
1450,Karan Shinde,59.0,Female,Operations,81995.0,Pune,Premium,19.235781,73.77025,56254.43,Average
1536,Priya Deshmukh,59.0,Female,Data Analytics,109445.0,Ahmednagar,New,16.589576,76.025264,20789.9,Good
1779,Nikhil More,56.0,Female,Data Analytics,106812.0,Pune,Regular,17.119065,78.486322,4965.02,Excellent
1803,Rahul Shinde,23.0,Male,Marketing,43467.0,Nashik,New,17.462776,79.472924,4222.12,Very Good
1935,Rohan Patil,48.0,,Operations,78609.0,Kolhapur,Regular,17.990122,74.005251,96354.89,Excellent
1339,Amit Pawar,43.0,Female,Finance,67947.0,Kolhapur,Regular,16.865278,76.873215,75233.45,Poor
1052,Meera Jadhav,36.0,Male,Operations,29855.0,Mumbai,New,19.192084,74.269181,81910.42,Good
1716,Riya Jadhav,37.0,Male,IT,60073.0,Nashik,Regular,20.088129,75.657198,76659.06,Average
1520,Sahil Sharma,60.0,Female,Operations,71651.0,Pune,,18.581258,73.160389,28329.14,Good
1929,Vikas Sharma,27.0,Female,IT,64514.0,Nagpur,Premium,21.260824,74.36694,21803.44,Average
1639,Priya Chavan,53.0,Female,Marketing,36877.0,Thane,Regular,18.968625,78.795767,78991.18,Excellent
1265,Sneha More,32.0,Male,HR,72065.0,Nagpur,New,17.748018,75.969744,17894.01,Average
1542,Neha Chavan,44.0,Male,Operations,88680.0,Aurangabad,New,19.788585,72.882048,43673.4,Average
1718,Sneha Deshmukh,59.0,Male,IT,76498.0,Thane,Regular,16.847906,75.572299,14441.18,Average
1689,Meera Deshmukh,51.0,Male,HR,97712.0,Thane,Premium,17.114917,75.967444,14365.25,Very Good
1590,Sneha Kulkarni,31.0,Male,Sales,95434.0,Pune,Premium,18.498402,75.788775,48151.38,Excellent
1523,Kavya Jadhav,44.0,Female,HR,34116.0,Nashik,Premium,20.120473,76.001789,65903.1,Very Good
1451,Vikas Sharma,44.0,Female,Finance,51735.0,Aurangabad,Premium,19.511458,77.100731,35060.28,Good
1019,Rahul More,43.0,Male,Marketing,64326.0,Nagpur,Regular,19.268919,72.576629,19967.68,
1723,Pooja More,42.0,Male,Marketing,114021.0,Kolhapur,Premium,18.466331,80.43978,44675.38,Poor
1487,Pooja Patil,60.0,Female,IT,49039.0,Aurangabad,Regular,19.738053,73.763458,26254.04,Very Good
1573,Priya Shinde,21.0,Male,HR,90483.0,Pune,Premium,18.925234,77.497387,13651.82,Poor
1437,Meera Pawar,45.0,Male,Marketing,115171.0,Thane,Premium,16.719235,79.7785,94210.89,Poor
1368,Aarav Joshi,43.0,Female,Data Analytics,116659.0,Pune,Regular,21.392583,80.414197,66799.88,Average
1084,Rahul Kulkarni,48.0,Female,HR,17440.0,Nashik,Regular,19.622861,77.945443,83795.82,Good
1062,Aditya Shinde,28.0,Female,IT,17942.0,Nagpur,Regular,19.351768,73.387572,58891.62,Average
1441,Anjali Shinde,21.0,male,Operations,63653.0,Thane,Regular,21.499106,75.847306,76218.31,Good
1273,Karan Kulkarni,18.0,Female,Sales,19948.0,Pune,Regular,18.757449,75.043613,34126.88,Poor
1286,Rohan Chavan,21.0,Male,Sales,98924.0,Nagpur,Regular,16.603673,76.566156,95933.93,Poor
1361,Karan Sharma,33.0,Male,HR,64424.0,Thane,New,18.195884,75.273059,61952.51,Average
1355,Amit Jadhav,55.0,Female,Operations,,Pune,Premium,17.161191,79.339994,59910.14,Good
1653,Rahul Patil,29.0,Male,IT,28622.0,Mumbai,New,19.309907,78.070224,32643.81,Poor
1279,Vikas Joshi,48.0,Male,Sales,83289.0,Thane,New,17.908987,79.335483,48570.91,Good
1013,Sahil Shinde,52.0,Male,HR,62880.0,Aurangabad,New,18.653406,75.127658,57927.16,Good
1183,Riya Jadhav,30.0,Male,Data Analytics,15716.0,Aurangabad,Premium,20.529208,76.605006,35215.57,Excellent
1369,Akash Patil,50.0,Male,Data Analytics,75142.0,Aurangabad,New,18.996053,80.111911,43201.31,Very Good
1496,Sakshi Joshi,20.0,Male,Operations,62962.0,Thane,Regular,18.001966,78.594886,94233.58,Good
1622,Aarav Sharma,32.0,Male,Marketing,91928.0,Pune,Regular,18.451856,73.492449,4813.01,Very Good
1224,Karan More,31.0,Male,Marketing,88281.0,Mumbai,Premium,21.137537,76.34597,30913.32,Average
1811,Riya Joshi,41.0,Female,HR,75776.0,Aurangabad,Premium,17.150317,73.014099,68305.24,Good
1706,Karan Chavan,40.0,Female,Operations,62943.0,Aurangabad,Regular,17.189972,75.165873,58369.9,Very Good
1507,Meera More,21.0,Male,IT,51651.0,Ahmednagar,New,18.565097,77.610933,97235.75,Poor
1550,Aarav Kulkarni,32.0,Male,Sales,43241.0,Nashik,Premium,19.875511,77.285643,94363.83,Good
1589,Vikas Joshi,18.0,Female,Finance,64947.0,Aurangabad,Premium,16.685086,79.58368,31084.81,Poor
1335,Amit Sharma,45.0,Female,Operations,44661.0,Nashik,New,17.561088,73.107108,49162.25,Very Good
1177,Vikas Jadhav,42.0,Female,HR,52128.0,Mumbai,Premium,16.951244,77.466807,12788.6,Good
1741,Riya Jadhav,31.0,Male,IT,66740.0,Mumbai,,21.001043,75.391314,93179.3,Good
1634,,32.0,Female,HR,112501.0,Mumbai,Regular,17.366456,80.408411,50175.45,Excellent
1592,Amit More,25.0,Female,HR,75784.0,Pune,Premium,20.123071,76.496608,54580.88,Average
1591,Isha Jadhav,30.0,Female,Operations,52555.0,Nashik,Premium,19.066779,78.640361,24758.98,Excellent
1394,Isha Chavan,46.0,Male,Marketing,47539.0,Aurangabad,New,17.08012,75.3373,42993.75,Good
1164,Meera Pawar,48.0,Female,Sales,92207.0,Thane,Premium,20.928597,72.707777,40974.74,Average
1249,Sahil Pawar,30.0,Female,Marketing,59359.0,Thane,Premium,16.831836,73.908619,1225.38,Excellent
1708,Karan Shinde,43.0,Female,IT,49053.0,Thane,Premium,21.0901,74.065726,59595.6,Poor
1894,Rohan Sharma,38.0,Male,Finance,63679.0,Nashik,Premium,16.92576,76.357348,95975.04,Good
1676,Isha Chavan,58.0,Female,Operations,77410.0,Pune,New,19.036529,77.34681,22323.73,Good
1376,Aditya Pawar,32.0,Female,IT,48792.0,Thane,Regular,20.647946,76.920922,85559.76,Good
1413,Sneha Joshi,55.0,Male,Finance,39925.0,Pune,Regular,21.490023,80.089541,11597.1,Good
1075,Rohan Deshmukh,31.0,Female,,22328.0,Nashik,Premium,19.677221,79.343832,86289.94,Excellent
1114,,24.0,Female,Data Analytics,92410.0,Nagpur,Premium,19.689632,75.133797,29692.98,Excellent
1579,Isha Joshi,22.0,Male,Sales,52304.0,Nagpur,New,18.458667,75.086943,1434.92,Average
1939,Sakshi Chavan,50.0,Female,Sales,53628.0,Aurangabad,Premium,17.789671,75.006978,48421.71,Good
1391,Sakshi Jadhav,56.0,Male,Marketing,16274.0,Aurangabad,New,18.851238,78.40244,22566.64,Average
1105,Pooja Jadhav,42.0,Male,Operations,101461.0,Nashik,New,20.904483,75.177647,30208.5,Good
1115,Priya Patil,43.0,Female,Marketing,24023.0,Nashik,Premium,20.544667,73.002753,53643.19,Average
1418,Sahil Jadhav,21.0,Male,Operations,111394.0,Nashik,Regular,17.730787,80.195505,36376.59,Very Good
1594,Pooja Kulkarni,33.0,Female,HR,33985.0,Thane,New,21.025366,78.200249,54589.48,Good
1458,Vikas Chavan,60.0,Male,Marketing,83909.0,Pune,Premium,17.541114,76.065853,95268.2,Very Good
1410,Rohan Chavan,46.0,Male,Operations,38957.0,Ahmednagar,Regular,19.316237,77.09103,25600.17,Poor
1093,Isha Kulkarni,43.0,Female,Finance,76789.0,Aurangabad,Regular,18.236582,75.755007,69673.98,Average
1569,Akash Shinde,41.0,Female,HR,104074.0,Pune,Regular,17.082294,76.600001,11448.53,Poor
1090,Riya Pawar,26.0,Male,Finance,43389.0,Thane,New,19.332141,79.330878,66028.95,Average
1337,Aditya More,38.0,Female,IT,40496.0,Kolhapur,Regular,18.616455,74.856143,68332.78,Poor
1999,Priya Sharma,24.0,Female,IT,101362.0,Aurangabad,Regular,20.891396,73.074586,46152.94,Very Good
1930,Rahul More,45.0,Female,Marketing,61945.0,Kolhapur,Regular,19.893043,74.572752,89360.8,Poor
1942,Rahul Shinde,20.0,Female,Marketing,79237.0,Pune,New,16.759391,74.986391,96576.19,Good
1612,Priya Deshmukh,47.0,Female,Finance,108117.0,Nashik,Regular,18.690553,72.64119,49436.15,Poor
1600,Sneha Chavan,38.0,Female,Marketing,95256.0,Mumbai,Premium,19.266278,75.094834,41820.82,Good
1618,Aditya Jadhav,38.0,Female,Data Analytics,73313.0,Thane,Regular,20.075996,78.137033,33705.62,Good
1095,Sneha Pawar,20.0,Female,IT,37356.0,Pune,Regular,20.618695,76.646362,44999.67,Good
1012,Riya Pawar,58.0,Male,HR,64613.0,Ahmednagar,Regular,17.320721,80.171941,65636.08,Good
1397,Vikas Sharma,22.0,Male,Marketing,67288.0,Mumbai,New,18.707598,78.521009,36675.83,
1874,Sakshi Joshi,24.0,Female,HR,71906.0,Ahmednagar,Premium,17.244913,76.308975,97754.45,Good
1044,Karan More,47.0,Female,IT,93908.0,Thane,New,17.721144,78.445156,59817.47,Excellent
1043,Pooja Sharma,33.0,Female,Operations,62477.0,Pune,,16.782246,72.574906,30617.62,Average
1330,Sahil Jadhav,30.0,Male,Operations,88284.0,Kolhapur,Premium,16.928693,76.480344,66787.38,Poor
1168,Isha Jadhav,54.0,Female,Data Analytics,90513.0,Mumbai,Premium,17.680206,72.598309,77918.06,Very Good
1501,Anjali Jadhav,20.0,Female,Operations,69931.0,Thane,New,18.638659,78.736085,98012.35,Very Good
1885,Nikhil Joshi,45.0,Male,Data Analytics,16170.0,Pune,Regular,17.886875,72.753966,87478.81,Average
1604,Pooja Joshi,52.0,Male,Sales,25369.0,Ahmednagar,New,17.084704,78.671251,38845.61,Average
1893,Amit Deshmukh,48.0,Female,Sales,35315.0,Nashik,New,19.719571,80.14041,11280.66,Good
1101,Rahul Sharma,41.0,Male,Finance,91368.0,Mumbai,New,17.756324,79.847132,26047.67,Excellent
